movieid,collectionname,productioncompanies,productioncountries,countryabb,releaseyear
11584,,"Columbia Pictures, IndieProd Company Productions, L.A. Films",United States of America,US,1987.0
9901,,,United States of America,US,2001.0
202475,,,United States of America,US,2003.0
26811,,"Paramount Pictures, Amicus Productions",United Kingdom,GB,1965.0
38631,,,United States of America,US,2003.0
54022,,"October Films, Nu Image Films, Autumn Pictures",United States of America,US,1995.0
23522,,"Haut et Court, La Sept-Arte, True Fiction Pictures","France, United States of America",US,1998.0
207625,,,,US,1998.0
22094,,Columbia Pictures Corporation,United States of America,US,1975.0
161080,,"Focus Films, Isle of Man Film, Isle of Man Film Commission, IAC Film","Germany, United Kingdom",GB,2000.0
11884,,"Universal Pictures, Lorimar Film Entertainment",United States of America,US,1984.0
21871,,Lorimar Film Entertainment,United States of America,US,1984.0
30876,,Erre Cinematograsica S.r.l.,Italy,IT,1977.0
558,Spider-Man Collection,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",United States of America,US,2004.0
48732,,,,US,2004.0
80,Before... Collection,"Castle Rock Entertainment, Detour Film Production, Warner Independent Pictures (WIP)",United States of America,US,2004.0
10742,,"Fox Searchlight Pictures, Wildwood Enterprises, Thousand Words, Mediastream Dritte Film GmbH & Co. Beteiligungs KG","Germany, United States of America",US,2004.0
9477,,"Jerry Bruckheimer Films, World 2000 Entertainment, Touchstone Pictures, Green Hills Productions","Ireland, United Kingdom, United States of America",US,2004.0
8699,Anchorman Collection,Apatow Productions,United States of America,US,2004.0
9893,,,United States of America,US,2004.0
11247,Cinderella Story Collection,"Gaylord Films, Warner Bros., Dylan Sellers Productions, Clifford Werber Productions","Canada, United States of America",US,2004.0
2048,,"Twentieth Century Fox Film Corporation, Laurence Mark Productions, Davis Entertainment, Overbrook Entertainment, Mediastream Vierte Film GmbH & Co. Vermarktungs KG, Canlaws Productions","United States of America, Germany",DE,2004.0
436,,"Fine Line Features, Journeyman Pictures, HBO Films","Ecuador, Colombia, United States of America",US,2004.0
61391,,"Warner Bros., United States Pictures",United States of America,US,1951.0
18643,,The Mirisch Corporation,United States of America,US,1962.0
67297,,,Spain,ES,1998.0
31948,,"Universal Pictures, The Mirisch Corporation",United States of America,US,1978.0
43004,,"Embassy Pictures, First Company",United States of America,US,1962.0
45793,,Produzioni Europee Associati (PEA),"United States of America, Italy",IT,1972.0
46495,,"Universal Pictures, Gina Production",United States of America,US,1968.0
45874,,"Bryna Productions, Zeeuwse Maatschappij N.V.",United States of America,US,1975.0
65994,,Twentieth Century Fox Film Corporation,United States of America,US,1954.0
19014,,Paramount Pictures,,US,1985.0
10754,,"[{'name': 'Zespól Filmowy ""Tor""', 'id': 7984}]",Poland,PL,1989.0
30054,,"Paramount Pictures, Perlsea Company",United States of America,US,1957.0
36630,,Electric Pictures,United States of America,US,1991.0
39770,,"ARTE, Arte France Cinéma, GMT Productions, Unité Fiction",France,FR,2001.0
36627,"{'id': 138163, 'name': 'Trylogia Sienkiewicza', 'poster_path': '/abRUTOe4VeKfdKZ5oU4S4QripG7.jpg', 'backdrop_path': None}","[{'name': 'Dovzhenko Film Studios', 'id': 4581}, {'name': 'Belarusfilm', 'id': 12617}, {'name': 'PRF ""Zespol Filmowy""', 'id': 19356}]",Poland,PL,1974.0
11897,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1962.0
43443,,Walter Wanger Productions,United States of America,US,1948.0
54300,,,,US,2003.0
58925,,Adel Productions,"Italy, France",FR,1976.0
2502,The Bourne Collection,"Universal Pictures, The Kennedy/Marshall Company, Hypnotic, Motion Picture THETA Produktionsgesellschaft, Ludlum Entertainment","Germany, United States of America",US,2004.0
314,,"Village Roadshow Pictures, DiNovi Pictures, Warner Bros., Frantic Films, Maple Shade Films, Catwoman Films",United States of America,US,2004.0
18923,,"Killer Films, Hart-Sharp Entertainment",United States of America,US,2004.0
146373,,,United States of America,US,1998.0
5228,,"United Artists, Outov Productions",United States of America,US,1976.0
12206,,Nero-Film AG,Germany,DE,1933.0
16539,,,Netherlands,NL,2001.0
75046,,Universal International Pictures (UI),United States of America,US,1957.0
74012,,Twentieth Century Fox Film Corporation,,US,1943.0
26126,,,Ireland,IE,2001.0
15876,,Twentieth Century Fox Film Corporation,United States of America,US,1957.0
26300,,First Look International,United States of America,US,1995.0
68064,,,,US,1940.0
12625,The Magnificent Seven Collection,"The Mirisch Corporation, The Mirisch Production Company",United States of America,US,1969.0
45520,,Twentieth Century Fox Film Corporation,United States of America,US,1958.0
46767,,T.E.M. Productores S.A.,Spain,ES,1987.0
55848,,"Office de Radiodiffusion Télévision Française (ORTF), Mara Films, Gerico Sound","Italy, France",FR,1974.0
42525,,"ABC Pictures, Season, Seamaster Films","United Kingdom, United States of America",US,1971.0
43417,The Magnificent Seven Collection,The Mirisch Production Company,United States of America,US,1972.0
15244,,"Gaumont, Nouvelles Éditions de Films (NEF)",France,FR,1956.0
62395,,Koch Media,"Italy, Spain",ES,1954.0
42737,,,United States of America,US,1965.0
47615,,"Astral Productions, Atomic Productions Inc.",United States of America,US,1965.0
39209,,"Central Cinema Company Film, Palomar Pictures International, Kingston Film Productions Ltd.","United States of America, Germany",DE,1968.0
20876,,Brigand Films,United States of America,US,1990.0
24559,,"Universal Pictures, Vanadas Productions",United States of America,US,1972.0
78208,,"Love Streams Productions, Canal+, Arte France, Centre National de la Cinématographie (CNC), Azor Films, Conseil Général de Loire-Atlantique",France,FR,2003.0
43786,,Paramount Pictures,United States of America,US,1942.0
72613,,Twentieth Century Fox Film Corporation,United States of America,US,1952.0
43787,,Columbia Pictures Corporation,United States of America,US,1942.0
27437,,RKO Radio Pictures,United States of America,US,1947.0
40374,,Malpaso Productions,United States of America,US,1973.0
20316,,,"Argentina, Spain",ES,2002.0
41925,,"The Rank Organisation, Reteitalia, Sovereign Pictures, Erre Produzioni","Italy, United Kingdom, United States of America",US,1990.0
259389,,,,US,2001.0
22871,,Warner Bros.,United States of America,US,1943.0
37019,,"The Rank Organisation, PVM Entertainment, Savoy Pictures, Rastar/Leider-Shapiro","United Kingdom, United States of America",US,1995.0
18190,,"Propaganda Films, PolyGram Filmed Entertainment",United States of America,US,1993.0
71786,,,,US,2001.0
42347,,"Zenith Entertainment, Working Title Films","United Kingdom, United States of America",US,1988.0
39140,,Paramount Pictures,United States of America,US,1990.0
69903,,,,US,1977.0
219345,,,,US,1993.0
41890,,,,US,2002.0
27307,,,United States of America,US,1989.0
36709,,"Miramax Films, Les Films Ariane, Australian Film Finance Corporation (AFFC), Working Title Films, Polygram Filmed Entertainment, Map Films, Sunrise Pictures Company, Vincent Ward Films","Australia, Canada, France, United Kingdom",GB,1993.0
32294,,RKO Radio Pictures,United States of America,US,1948.0
41463,,RKO Radio Pictures,United States of America,US,1940.0
19051,,Columbia Pictures,"Sweden, United States of America",US,1988.0
43485,,Warner Bros.,United States of America,US,1946.0
51997,,Universal International Pictures (UI),United States of America,US,1959.0
43885,,Paramount Pictures,United States of America,US,1936.0
112969,,Shapiro-Glickenhaus Entertainment,United States of America,US,1993.0
62694,,Twentieth Century Fox Film Corporation,United States of America,US,1948.0
43785,,"Universal Pictures, Charles K. Feldman Group, Frank Lloyd Productions",United States of America,US,1942.0
53287,,"JVC Entertainment, Twentieth Century Fox Film Corporation, Largo Entertainment","Japan, United States of America",US,1991.0
29584,,De Laurentiis Entertainment Group,United States of America,US,1986.0
32644,,Twentieth Century Fox Film Corporation,United States of America,US,1983.0
89482,,"Televisión Española (TVE), Canal+ España, Sociedad General de Cine (SOGECINE) S.A.",Spain,ES,2002.0
1040,,"Titanus, S.G.C., Société Nouvelle Pathé Cinéma, The Criterion Collection","Italy, France",FR,1963.0
42604,,"Paramount Pictures, Willow Tree",United States of America,US,1969.0
24214,,"Paramount Pictures, Panpiper Productions",United States of America,US,1967.0
5122,,"Paramount Pictures, Long Road Productions",United States of America,US,1975.0
42469,,"World Film Services, Tigon Pictures",United Kingdom,GB,1973.0
119623,,"Gaumont, Bioskop Film, S.F.P.C.","France, Germany",DE,1984.0
1783,,"Argyll Film Partners, Gummshoe Productions, Integrity Partners, Pray For Rain Pictures","United Kingdom, Thailand, United States of America",US,2001.0
10910,,"United Artists, Romulus Films",United Kingdom,GB,1952.0
17238,,"British Screen, Sacis, Film Four International, Hemdale Group, Mondial, Callender Company, Tangram Film","Italy, United Kingdom",GB,1987.0
22156,,Pathé Distribution,France,FR,2002.0
26814,,Artists Alliance,United States of America,US,1949.0
43116,,Albert Zugsmith Productions,United States of America,US,1958.0
39269,,Robson Street,Canada,CA,1980.0
99859,,"Arts Council of England, Focus Films, National Lottery, Starhaus Filmproduktion, Media Programme of the European Community","United Kingdom, United States of America",US,1996.0
31522,,"Rome Paris Films, Euro International Film (EIA)","France, Italy",IT,1961.0
47796,,Arco Film,Italy,IT,1962.0
26893,,Toho Company,Japan,JP,1957.0
69035,,"Miramax Films, Majestic Films International","United Kingdom, United States of America, Japan",JP,1992.0
73621,,,,JP,1984.0
22976,,"Compact Yellowbill, Tambarle","United Kingdom, United States of America",US,1986.0
55441,,Paramount Pictures,United States of America,US,1950.0
45608,,"Paramount Pictures, World Enterprises","United Kingdom, United States of America",US,1960.0
21619,,"Hecht Co., Red Hen Productions",United States of America,US,2003.0
9680,,,United States of America,US,1997.0
42801,,"Les Films Concordia, Compagnia Cinematografica Champion","France, Italy",IT,1963.0
12627,,"Canal+, Centre National de la Cinématographie (CNC), FR3 Films Production, Pierre Grise Productions, George Reinhart Productions","France, Switzerland",CH,1991.0
86404,,"Films A2, Les Films Ariane, Acteurs Auteurs Associés (AAA)",France,FR,1982.0
18671,,King Brothers Productions,United States of America,US,1950.0
17218,,RKO Radio Pictures,United States of America,US,1949.0
41316,,,,US,2002.0
5179,,Twentieth Century-Fox Productions,United Kingdom,GB,1969.0
53198,,"Cappa Productions, MediaTrade","United States of America, Italy",IT,1999.0
65156,,Walt Disney Productions,United States of America,US,1979.0
42593,,,United States of America,US,1970.0
76002,,American Broadcasting Company (ABC),United States of America,US,1971.0
64868,,Walt Disney Productions,United States of America,US,1961.0
52741,,TriStar Pictures,United States of America,US,1990.0
15081,,Walt Disney Pictures,United States of America,US,1963.0
21147,,,,US,1976.0
64877,,,United States of America,US,1968.0
147169,,,,US,1997.0
16703,,Paramount Pictures,United States of America,US,1942.0
20298,,Universal Pictures,United States of America,US,1946.0
19974,,Paramount Pictures,United States of America,US,1948.0
22112,,Universal Studios,United States of America,US,1949.0
4201,,Sascha-Verleih,"Austria, United States of America",US,1979.0
39868,,"Coronet Film, Leisure Investment Company",United States of America,US,1981.0
20408,Sherlock Holmes (1939 series),Universal Pictures,United States of America,US,1946.0
13580,,"Paramount Pictures, Salem Films Limited",United Kingdom,GB,1965.0
18706,Sherlock Holmes (1939 series),Universal Pictures,United States of America,US,1942.0
34327,Sherlock Holmes (1939 series),Universal Pictures,United States of America,US,1945.0
43013,,"Paramount Pictures, Perlsea Company",United States of America,US,1962.0
38505,,"Gaumont, Ciné Valse, Canal+, France 3 Cinema",France,FR,1993.0
41940,,,Canada,CA,1989.0
20417,Sherlock Holmes (1939 series),Universal Studios,United States of America,US,1946.0
14652,,,France,FR,2003.0
69526,,Paramount Pictures,United Kingdom,GB,1969.0
14462,,"Paramount Pictures, Scott Rudin Productions, Clinica Estetico",United States of America,US,2004.0
14623,,"Studio Canal, Working Title Films, Tracy Films","United Kingdom, France",FR,2004.0
6947,,"Scott Rudin Productions, Touchstone Pictures, Blinding Edge Pictures",United States of America,US,2004.0
401,,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Double Feature Films', 'id': 215}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Camelot Pictures', 'id': 11728}, {'name': ""Large's Ark Productions"", 'id': 11729}]",United States of America,US,2004.0
50247,,Shôchiku Eiga,Japan,JP,1951.0
46326,,Ciné-Alliance,France,FR,1938.0
35780,Thunderbirds (Animation) Collection,"Century 21 Television, Associated Television (Overseas) Limited",United Kingdom,GB,1966.0
25361,Thunderbirds (Animation) Collection,"Century 21 Television, Associated Television International",United Kingdom,GB,1968.0
45522,,"Filmways Pictures, Avala Film","United States of America, Serbia",RS,1969.0
23750,,"Northcroft Films, Exterminating Angel Productions",United Kingdom,GB,2002.0
45509,,,"Hong Kong, South Korea",KR,1996.0
44289,,"Delux Productions, Four Horsemen Films, Random Harvest Pictures","Luxembourg, United Kingdom",GB,2003.0
25536,"{'id': 171586, 'name': 'PTU Collection', 'poster_path': '/5DDT4B4nHKScAETuFUXDVUVQeX2.jpg', 'backdrop_path': None}",Milky Way Image Company,Hong Kong,HK,2003.0
38837,,"Mosfilm, Inter Allianz Film",Russia,RU,1977.0
23305,,Filmfour,"France, Germany, India, United Kingdom",GB,2001.0
17768,,"United Artists, Melvin Frank Production","United Kingdom, United States of America",US,1966.0
27375,,,United States of America,US,1969.0
1538,,"Paramount Pictures, DreamWorks SKG, Parkes/MacDonald Productions, Edge City",United States of America,US,2004.0
14846,,"Revolution Studios, Blue Star Pictures",United States of America,US,2004.0
2577,,BBC Films,United Kingdom,GB,2003.0
52936,,,"Spain, United States of America, Japan, Germany, France, Italy",IT,1992.0
46884,,Columbia Pictures Corporation,United States of America,US,1959.0
33333,,"Omega Micott Inc., Filmmakers",Japan,JP,2001.0
41975,,"Films A2, MK2 Productions, Films du Camélia, Sofinergie Films",France,FR,1988.0
16606,,Fun and Happiness,South Korea,KR,1999.0
60760,,"Films A2, MK2 Productions",France,FR,1987.0
11282,Harold & Kumar Collection,New Line Cinema,United States of America,US,2004.0
11130,The Princess Diaries Collection,Walt Disney Pictures,United States of America,US,2004.0
14389,,,Australia,AU,2003.0
395,AVP Collection,"Impact Pictures, Studio Babelsberg, Twentieth Century Fox Film Corporation, Davis Entertainment, Stillking Films, Brandywine Productions, Lonlink Productions, Kut Productions, Inside Track Films, Charenton Productions Limited, Revolution Sun Studios","Canada, Czech Republic, Germany, United Kingdom, United States of America",US,2004.0
11052,,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Shueisha', 'id': 2918}, {'name': 'TV Tokyo', 'id': 3034}, {'name': '4 Kids Entertainment', 'id': 3035}, {'name': 'Konami Digital Entertainment', 'id': 22797}, {'name': 'Studio Gallop', 'id': 50879}, {'name': 'Konami', 'id': 55914}, {'name': ""Kids' WB"", 'id': 89163}, {'name': 'Nihon Ad Systems (NAS)', 'id': 89166}]","Japan, United States of America",US,2004.0
60015,,"Lumen Films, Alta Films, Amka Films Productions",France,FR,2002.0
23601,,"Front Street Productions, Renaissance Films, Warner Bros.","United States of America, Canada",CA,2004.0
10762,Without a Paddle Collection,"Paramount Pictures, De Line Pictures",United States of America,US,2004.0
11026,The Exorcist Collection,"Morgan Creek Productions, Dominion Productions",United States of America,US,2004.0
18693,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1968.0
45598,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1969.0
8745,,"Metro-Goldwyn-Mayer (MGM), Ted Richmond Productions",United States of America,US,1963.0
45335,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1967.0
18690,,"Euterpe, Metro-Goldwyn-Mayer (MGM)",United States of America,US,1966.0
7506,,Four-Leaf Productions,United States of America,US,1965.0
65596,,Walt Disney Productions,United States of America,US,1979.0
36912,"{'id': 330605, 'name': 'The Sting Collection', 'poster_path': None, 'backdrop_path': None}",Universal Pictures,United States of America,US,1983.0
46081,,"Ross Hunter Productions Inc., Universal International Pictures (UI)",United States of America,US,1962.0
40087,,"Daiei Studios, Prism Entertainment","Japan, United States of America",US,1988.0
46831,,"BBC Films, Procirep, Haut et Court, MEDIA Programme of the European Union, La Sept-Arte, Centre National de la Cinématographie (CNC)","France, United Kingdom",GB,1999.0
20120,,,United States of America,US,1983.0
22543,,Warner Bros.,United States of America,US,1964.0
44415,"{'id': 424830, 'name': 'The Benji Collection', 'poster_path': None, 'backdrop_path': None}",,United States of America,US,2004.0
11237,Anaconda Collection,"Screen Gems, Middle Fork Productions",United States of America,US,2004.0
8080,,"Paramount Pictures, Cruise/Wagner Productions, Lakeshore Entertainment, Intermedia Films","Germany, United Kingdom, United States of America",US,2004.0
14797,,"[{'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Columbia Pictures Film Production Asia', 'id': 2798}, {'name': 'Huayi Brothers', 'id': 3393}, {'name': ""Xi'an Film Studio"", 'id': 4582}, {'name': 'Taihe Film Investment Co. Ltd.', 'id': 12363}]","China, Hong Kong",HK,2003.0
11632,,"Alliance Films, Focus Features","United Kingdom, United States of America",US,2004.0
18475,,Cookout Productions,United States of America,US,2004.0
15644,,"Icon Productions, Twentieth Century Fox Film Corporation, Icon Entertainment International",United States of America,US,2004.0
11208,,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]",United States of America,US,2004.0
24079,,,,US,2002.0
16153,,Warner Bros.,United States of America,US,1974.0
13559,"{'id': 374418, 'name': 'The Mangler Collection', 'poster_path': None, 'backdrop_path': None}","New Line Cinema, Allied Film Production",United States of America,US,1995.0
42694,,Trimod Films,United States of America,US,1967.0
32298,,,United States of America,US,2004.0
66566,,,United States of America,US,1991.0
124029,,"Trimark Pictures, Crystal Sky Worldwide, Prism Entertainment Corporation",United States of America,US,1994.0
42164,,"[{'name': 'Zespól Filmowy ""Tor""', 'id': 7984}, {'name': 'Film Polski', 'id': 12838}]",Poland,PL,1979.0
124,,P.P. Film Polski,Poland,PL,1985.0
29979,,"New Line Cinema, Cornice Entertainment, Millennium Films","Canada, United States of America",US,2004.0
41762,,"Warner Bros., Paisley Park Films",United States of America,US,1990.0
12548,,"Cité Films, Peg-Films","Italy, France",FR,1953.0
33345,,Warner Bros.,United States of America,US,1986.0
19893,,Ivan Tors Productions,United States of America,US,1963.0
42264,,"United Artists, David V. Picker Productions, Twin Roads Productions",United States of America,US,1975.0
11387,,"Columbia Pictures, Keep Films, Columbia British Productions","United Kingdom, United States of America",US,1965.0
104659,,,,US,1980.0
24924,Night of the Demons Collection,"Republic Pictures, Meridian Productions, Paragon Arts International",United States of America,US,1988.0
17994,"{'id': 168186, 'name': 'Witchboard Collection', 'poster_path': '/qLSZTs14REiR9ZEfV2IOYS6viIZ.jpg', 'backdrop_path': None}",,"United Kingdom, United States of America",US,1986.0
75759,,"United Artists, Compass International Pictures",United States of America,US,1979.0
60437,,Columbia Pictures Corporation,United States of America,US,1964.0
49069,,Cannon Films,"Germany, United States of America",US,1980.0
31117,,"Crystal Sky Worldwide, Triumph Films","Germany, United Kingdom, United States of America",US,2004.0
9759,,New Line Cinema,"Germany, United States of America",US,2004.0
1577,Resident Evil Collection,"Impact Pictures, Constantin Film Ltd.","United Kingdom, United States of America, Germany, France, Canada",CA,2004.0
14198,,"2929 Productions, Warner Bros., Criminal Films Inc.",United States of America,US,2004.0
288952,,"Salty Features, Straw Stories, Granny Was an Outlaw Productions",United States of America,US,2004.0
16232,,Touchstone Pictures,United States of America,US,2004.0
5137,,"Paramount Pictures, Natural Nylon Entertainment, Riff Raff Film Productions, Filmauro, Blue Flower Productions, Brooklyn Films II","United Kingdom, United States of America",US,2004.0
11823,,Universal Pictures,"France, United Kingdom",GB,2004.0
2003,,"Canal Plus, CB Films, Centre National de la Cinématographie, Flach Films, TLA Releasing",France,FR,2004.0
18804,,"Spice Factory, Movision, Remstar Productions, Dakota Films","Canada, United Kingdom",GB,2004.0
13969,,"Regency Enterprises, Epsilon Motion Pictures, Davis Entertainment, Spirit Dance Entertainment, New Regency Pictures",United States of America,US,2004.0
10145,,"Revolution Studios, Jinks/Cohen Company, Visual Arts Entertainment",United States of America,US,2004.0
26486,,"Touchstone Pictures, Mandeville Films, Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST), Burro Productions",United States of America,US,2004.0
13702,,"Fine Line Features, Killer Films, John Wells Productions, This Is That Productions",United States of America,US,2004.0
1653,,"Senator Film Produktion, Wildwood Enterprises, Sound for Film, Inca Films S.A., Filmfour, BD Cine, Tu Vas Voir Productions, Sahara Films","Brazil, Argentina, Chile, France, Germany, Peru, United Kingdom, United States of America",US,2004.0
747,,"Universal Pictures, Big Talk Productions, StudioCanal, Film4, Working Title Films, WT2 Productions, De Wolfe Music, Inside Track 2","United Kingdom, United States of America, France",FR,2004.0
84214,,Paramount Pictures,United States of America,US,1952.0
84655,,,United States of America,US,1958.0
23627,,Paramount Pictures,United States of America,US,1940.0
26230,"{'id': 263866, 'name': ""Nuke 'Em High Collection"", 'poster_path': '/eI4x4Sv2C4Et7Be2RCZY7EpNk0H.jpg', 'backdrop_path': None}",Troma Entertainment,United States of America,US,1991.0
4176,,"Paramount Pictures, EMI Films Ltd., G.W. Films",United Kingdom,GB,1974.0
11177,,Universal Pictures,United States of America,US,1985.0
43839,,Twentieth Century Fox Film Corporation,United States of America,US,1938.0
26690,,Twentieth Century Fox Film Corporation,United States of America,US,1968.0
35101,,Walt Disney Productions,United States of America,US,1980.0
10905,,Twentieth Century Fox Film Corporation,United States of America,US,1985.0
18196,,Universal Pictures,United States of America,US,1977.0
70345,,"Universal Pictures, Zanuck/Brown Productions",United States of America,US,1973.0
88174,,Paramount Pictures,United States of America,US,1992.0
132422,,,,US,2001.0
42215,,Universal Pictures,"United Kingdom, United States of America",US,1978.0
43105,,Associated Producers (API),United States of America,US,1959.0
71140,,"Twentieth Century Fox Film Corporation, Great Movie Ventures",United States of America,US,1993.0
27816,Basket Case Collection,Shapiro-Glickenhaus Entertainment,United States of America,US,1992.0
27815,Basket Case Collection,Shapiro-Glickenhaus Entertainment,United States of America,US,1990.0
12707,,Dino de Laurentiis Cinematografica,United States of America,US,1977.0
43657,,,,US,2002.0
43117,,Paramount Pictures,United States of America,US,1958.0
47446,,,"Greece, United Kingdom, United States of America",US,1971.0
54979,,"Producciones Tepeyac, Oscar Dancigers Production",Mexico,MX,1954.0
42172,,"Columbia Pictures Corporation, A-Team",United States of America,US,1979.0
42600,,"Columbia Pictures, Johanna",United States of America,US,1970.0
47825,,TriStar Pictures,United States of America,US,1984.0
62697,,"Paramount Pictures, William Castle Productions",United States of America,US,1975.0
31655,,the filmgroup,United States of America,US,1963.0
27498,,American Independent Productions,United States of America,US,1995.0
1492,,"Paramount Pictures, Gaumont, France 3 Cinéma, ABC Pictures, Légende Entreprises, Due West, Cyrkfilms, Ministère de la Culture, Spanish Ministry of Culture","France, Costa Rica, Spain, United Kingdom, United States of America",US,1992.0
8689,,F.D. Cinematografica,Italy,IT,1980.0
10555,,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation",United States of America,US,2004.0
11128,,"Casey Silver Productions, Beacon Communications, Touchstone Pictures, Beacon Pictures, Fantail Films Inc.",United States of America,US,2004.0
22842,,,United States of America,US,2004.0
1599,,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Qwerty Films', 'id': 892}, {'name': 'N1 European Film Produktions GmbH & Co. KG', 'id': 8874}, {'name': 'Kanzeon', 'id': 23488}, {'name': ""Huckabee's"", 'id': 23489}]","Germany, United States of America",US,2004.0
14024,,"New Line Cinema, FilmEngine, Brookwell-McNamara Entertainment, ChickFlick Productions",United States of America,US,2004.0
11045,,"Twentieth Century Fox Film Corporation, Robert Simonds Productions, EuropaCorp","France, United States of America",US,2004.0
15503,,Warner Independent Pictures (WIP),United States of America,US,2004.0
14337,,Thinkfilm,United States of America,US,2004.0
26108,,,"United Kingdom, United States of America, Germany",DE,2004.0
4380,,Miramax Films,United States of America,US,2004.0
3989,,"Paramount Pictures, Scott Rudin Productions","Germany, United States of America",US,2004.0
16358,,"Myriad Pictures, Artisan Entertainment, Eulogy Productions LLC, Ovation Entertainment","Germany, United Kingdom, United States of America",US,2004.0
25313,,,United States of America,US,2004.0
2438,,Paramount Pictures,United States of America,US,1954.0
65550,,Paramount Pictures,United States of America,US,1955.0
29445,"{'id': 208765, 'name': 'Europa Trilogy', 'poster_path': '/q8bEKzqS150AZNpsl5t05dPX0wz.jpg', 'backdrop_path': None}","Det Danske Filminstitut, Elementfilm A/S",Denmark,DK,1987.0
11121,,"Renn Productions, Société Française de Production (SFP), Timothy Burrill Productions","France, United Kingdom",GB,1979.0
55457,,Universal Pictures,United States of America,US,1978.0
101887,,"Licht/Mueller Film Corporation, Showtime Networks",United States of America,US,2003.0
23739,,"Sandy Howard Productions, Richard St. Johns Productions",United States of America,US,1978.0
21241,,"New World Pictures, Harbor Productions, Shaw Brothers, Cross Country","United States of America, Hong Kong",HK,1976.0
3053,,"Filmways Pictures, Cadre Films, Metro-Goldwyn-Mayer (MGM)","United Kingdom, United States of America",US,1967.0
28356,,"Paramount Pictures, CCC Filmkunst GmbH, Tigon British Film Productions, Chilton Films",United Kingdom,GB,1971.0
12456,,,"Belgium, Switzerland, Denmark, France",FR,2003.0
55047,,,,FR,2003.0
28153,"{'id': 256297, 'name': ""It's Alive Collection"", 'poster_path': None, 'backdrop_path': None}","Warner Bros., Larco Productions",United States of America,US,1974.0
18499,,"Corporation Image M & M, Societe Radio Cinema",Canada,CA,1986.0
36616,,Paramount Pictures,United States of America,US,1992.0
13644,,Paramount Pictures,United States of America,US,1991.0
41936,,"Hachette Première, Films A2, Little Bear, Centre National de la Cinématographie (CNC), Sofinergie 1, AB Films, Investimage",France,FR,1989.0
13416,,"Universal Studios, Imagine Entertainment, Friday Night Lights LLC, MDBF Filmgesellschaft mbH & Company KG",United States of America,US,2004.0
1435,,,United States of America,US,2003.0
11099,,Lions Gate Films,"Canada, Germany, United States of America",US,2004.0
167177,,,,US,2004.0
12483,,"Motion Picture Corporation of America (MPCA), Riding the Bullet Production","Canada, Germany, United States of America",US,2004.0
184530,,Spin Prods. LLC,United States of America,US,2003.0
18701,,Serendipity Point Films,,US,2004.0
2319,,,United States of America,US,2004.0
110351,,,United States of America,US,2004.0
15566,,"DreamWorks SKG, LivePlanet, Tall Trees Productions",United States of America,US,2004.0
1970,The Grudge Collection,"Ghost House Pictures, Vertigo Entertainment, Senator International, Colombia Pictures, Fellah Pictures","Japan, United States of America",US,2004.0
8849,,"Paramount Pictures, Patalex Productions","United Kingdom, United States of America",US,2004.0
9675,,"Fox Searchlight Pictures, Michael London Productions, Sideways Productions Inc.",United States of America,US,2004.0
4553,,"Filmax Entertainment, Castelao Producciones, Canal+ España, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), ICF","United States of America, Spain",ES,2004.0
11109,,"Ingenious Film Partners, Les Films Alain Sarde, UK Film Council, Inside Track 1, Thin Man Films, National Lottery through UK Film Council, Inside Track Productions, Film Council Premiere Fund, Untitled 03","United Kingdom, France",FR,2004.0
48678,,Minds Eye Entertainment,"Canada, France",FR,2003.0
202587,,"Columbia TriStar, absolutely productions, stella street ltd.","United Kingdom, United States of America",US,2004.0
126148,,,,US,2004.0
16131,,,United States of America,US,2004.0
9391,,,United Kingdom,GB,2004.0
176,Saw Collection,"Lions Gate Films, Twisted Pictures, Evolution Entertainment, Saw Productions Inc.",United States of America,US,2004.0
1677,,"Universal Pictures, Bristol Bay Productions, Baldwin Entertainment Group, Anvil Films",United States of America,US,2004.0
10740,,"Fine Line Features, New Line Cinema, Lou Yi Inc., Academy Films, March Entertainment","France, Germany, United States of America, United Kingdom",GB,2004.0
66641,,,,GB,2004.0
9806,The Incredibles Collection,"Walt Disney Pictures, Pixar Animation Studios",United States of America,US,2004.0
19614,,,United States of America,US,2004.0
12777,,Nimbus Film Productions,"Denmark, Germany, Japan, Netherlands, Sweden, United Kingdom, United States of America",US,2003.0
47959,,"Alquimia Cinema, Medusa Film, Cattleya","Italy, France, Spain, Romania, United Kingdom",GB,2002.0
