,id,title,genres,vote_average
3583,1727,Bird on a Wire,"Action,Adventure,Comedy,Romance",5.9
3584,635,Angel Heart,"Horror,Mystery,Thriller",7.0
3585,10068,Nine 1/2 Weeks,"Drama,Romance",5.8
3586,11495,Firestarter,"Fantasy,Drama,Horror,Action,Thriller",5.9
3587,11428,Sleepwalkers,"Fantasy,Horror,Thriller",4.8
3588,10117,Action Jackson,"Action,Adventure,Comedy,Crime,Drama",4.9
3589,35936,Sarafina!,"Drama,Family,Foreign,Music",5.6
3590,25562,Soapdish,"Comedy,Drama,Romance",6.0
3591,51763,The Long Walk Home,"Drama,History",6.4
3592,73079,Clara's Heart,Drama,4.4
3593,38921,Burglar,"Crime,Comedy",5.0
3594,35463,Fatal Beauty,"Adventure,Action,Comedy,Thriller",5.3
3595,9679,Gone in Sixty Seconds,"Action,Crime,Thriller",6.1
3596,24587,American Pimp,Documentary,6.4
3597,51333,Love's Labour's Lost,"Comedy,Music,Romance",5.4
3598,17771,Sunshine,"Drama,History",6.1
3599,31610,Trixie,"Action,Comedy,Mystery,Thriller",4.0
3600,60005,American Virgin,Comedy,5.2
3601,10264,Hamlet,"Drama,History",6.7
3602,31657,Coming Home,"Drama,Romance,War",6.9
3603,29204,American Pop,"Animation,Music",7.2
3604,17814,Assault on Precinct 13,"Action,Crime",7.1
3605,11879,Near Dark,"Drama,Horror,Thriller",6.8
3606,21128,One False Move,"Crime,Drama,Thriller",6.7
3607,482,Shaft,"Adventure,Action,Thriller,Crime",6.5
3608,592,The Conversation,"Crime,Drama,Mystery",7.5
3609,31593,Cutter's Way,"Drama,Mystery,Thriller,Crime",6.3
3610,12611,The Fury,"Horror,Science Fiction,Thriller",6.2
3611,14328,The Paper Chase,"Comedy,Drama,Romance",6.7
3612,32047,Prince of the City,"Drama,Thriller,Crime",7.3
3613,9040,Serpico,"Crime,Drama,History",7.5
3614,25364,Ace in the Hole,Drama,7.9
3615,43002,Lonely Are the Brave,"Drama,Western",7.5
3616,5121,The Sugarland Express,"Crime,Drama",6.4
3617,195,Trouble in Paradise,"Comedy,Romance",7.3
3618,6978,Big Trouble in Little China,"Action,Adventure,Comedy,Fantasy",7.1
3619,3133,Badlands,"Crime,Drama",7.5
3620,643,Battleship Potemkin,"Drama,History",7.6
3621,10571,Boys and Girls,"Comedy,Drama,Romance",5.4
3622,479,Shaft,"Action,Adventure,Crime,Thriller",5.5
3623,7450,Titan A.E.,"Animation,Action,Science Fiction,Family,Adventure",6.3
3624,31023,Butterfly,Drama,7.2
3625,25636,Jesus' Son,"Comedy,Drama,Romance",6.7
3626,41160,The Match,"Comedy,Romance",5.8
3627,47439,Time Regained,"Drama,Foreign",7.3
3628,207731,Boricua's Bond,,2.0
3629,7443,Chicken Run,"Animation,Comedy,Family",6.5
3630,2123,"Me, Myself & Irene",Comedy,6.1
3631,2024,The Patriot,"Drama,History,War,Action",6.8
3632,17711,The Adventures of Rocky & Bullwinkle,"Action,Adventure,Animation,Comedy,Family",3.9
3633,2133,The Perfect Storm,Drama,6.2
3634,29946,The Golden Bowl,"Romance,Drama",6.5
3635,25993,Asylum,"Horror,Thriller,Mystery",5.9
3636,28774,Communion,"Drama,Horror,Science Fiction,Thriller",5.0
3637,46929,Fun & Fancy Free,"Animation,Family,Music",6.2
3638,11598,The Kentucky Fried Movie,Comedy,6.4
3639,9702,Bound by Honor,"Action,Crime,Drama,Thriller",7.7
3640,117026,Daughter of Dr. Jekyll,"Fantasy,Horror",5.5
3641,9873,F/X,"Crime,Thriller,Action",6.4
3642,16820,F/X2,"Adventure,Action,Comedy,Thriller",5.8
3643,14864,The Hot Spot,"Drama,Thriller,Crime,Romance",6.4
3644,15379,Missing in Action,"Action,Adventure,Thriller,War",5.2
3645,12764,Missing in Action 2: The Beginning,"Action,Adventure,War",5.0
3646,27352,Braddock: Missing in Action III,"Action,War",4.8
3647,8348,Thunderbolt and Lightfoot,"Action,Adventure,Comedy,Crime",6.6
3648,24099,Dreamscape,"Adventure,Horror,Science Fiction,Thriller",6.0
3649,17897,The Golden Voyage of Sinbad,"Action,Adventure,Drama,Fantasy",6.4
3650,28050,Hatchet for the Honeymoon,"Horror,Foreign",7.0
3651,16094,House Party,"Comedy,Drama",6.1
3652,16096,House Party 2,Comedy,4.7
3653,20343,Make Mine Music,"Animation,Family,Music",5.2
3654,13757,Melody Time,"Music,Family,Animation",6.3
3655,11822,Nekromantik,"Drama,Horror",5.4
3656,90980,On Our Merry Way,"Romance,Comedy,Music",6.0
3657,26270,Project Moon Base,Science Fiction,2.5
3658,37744,Rocketship X-M,Science Fiction,5.1
3659,494,Shaft in Africa,"Adventure,Action,Thriller,Crime,Mystery",5.4
3660,493,Shaft's Big Score!,"Action,Adventure,Crime,Mystery",6.1
3661,12706,Croupier,"Drama,Thriller",6.7
3662,4244,The Kid,"Fantasy,Comedy,Family",6.0
3663,4247,Scary Movie,Comedy,6.0
3664,20770,But I'm a Cheerleader,Comedy,6.5
3665,1050,Shower,"Comedy,Drama,Foreign",6.8
3666,1052,Blow-Up,"Drama,Mystery,Thriller",7.3
3667,20540,The Pawnbroker,Drama,7.3
3668,23655,Groove,"Drama,Music,Romance",5.6
3669,1788,Footloose,"Drama,Family,Music,Romance",6.4
3670,32275,Duel in the Sun,Western,6.2
3671,36657,X-Men,"Adventure,Action,Science Fiction",6.8
3672,44490,Chuck & Buck,"Comedy,Drama",5.7
3673,47585,The Five Senses,Drama,6.6
3674,1448,The Wisdom of Crocodiles,"Drama,Fantasy,Horror",5.8
3675,36047,The In Crowd,Thriller,4.7
3676,2655,What Lies Beneath,"Drama,Horror,Mystery,Thriller",6.3
3677,12599,Pokémon: The Movie 2000,"Adventure,Fantasy,Animation,Science Fiction,Family",6.4
3678,33828,Criminal Lovers,"Horror,Thriller,Romance",6.6
3679,93,Anatomy of a Murder,"Crime,Drama,Mystery,Thriller",7.7
3680,9278,Freejack,Science Fiction,5.0
3681,90715,Greaser's Palace,"Western,Comedy",5.6
3682,59181,H.O.T.S.,Comedy,5.1
3683,22167,Knightriders,Drama,6.5
3684,18118,Mackenna's Gold,"Adventure,Action,Western",6.4
3685,11940,Sinbad and the Eye of the Tiger,"Action,Adventure,Family,Fantasy,Science Fiction",6.3
3686,24167,Two Women,Drama,7.6
3687,10276,What About Bob?,Comedy,6.7
3688,19380,White Sands,"Action,Crime,Drama,Mystery,Thriller",5.5
3689,13783,Breaker Morant,"Drama,History,War",7.2
3690,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Comedy,6.6
3691,15867,Interiors,Drama,6.7
3692,11686,Love and Death,"History,Comedy",7.5
3693,29263,The Official Story,"Drama,History",7.3
3694,46754,The Other Side of Sunday,"Drama,Comedy,Foreign",5.0
3695,18702,Pot o' Gold,"Music,Romance",7.3
3696,11830,Tampopo,Comedy,7.9
3697,16110,Thomas and the Magic Railroad,"Animation,Drama,Family,Science Fiction",4.8
3698,12107,Nutty Professor II: The Klumps,"Fantasy,Comedy,Romance,Science Fiction",4.7
3699,10401,The Girl on the Bridge,"Drama,Comedy,Romance",7.1
3700,32640,Wonderland,Drama,6.9
3701,10641,Autumn in New York,"Drama,Romance",5.7
3702,6282,Coyote Ugly,"Comedy,Drama,Music,Romance",5.8
3703,9383,Hollow Man,"Action,Science Fiction,Thriller",5.6
3704,5551,Space Cowboys,"Action,Adventure,Thriller",6.3
3705,277726,Better Living,Comedy,1.0
3706,43079,Mad About Mambo,"Comedy,Romance,Foreign",4.6
3707,27723,Psycho Beach Party,Comedy,6.0
3708,2360,Saving Grace,"Crime,Comedy",6.3
3709,28043,Black Sabbath,Horror,6.9
3710,33468,The Brain That Wouldn't Die,"Horror,Science Fiction",4.4
3711,21866,Bronco Billy,"Action,Comedy,Drama,Romance,Western",5.2
3712,33408,The Crush,"Drama,Thriller",5.5
3713,11589,Kelly's Heroes,"Adventure,Comedy,War",7.2
3714,15158,Phantasm II,"Action,Horror,Science Fiction,Thriller",6.3
3715,16139,Phantasm III: Lord of the Dead,"Horror,Action,Science Fiction",5.6
3716,16146,Phantasm IV: Oblivion,"Horror,Science Fiction",4.9
3717,26515,Pumpkinhead,"Fantasy,Horror",5.9
3718,11856,Air America,"Action,Adventure,Comedy,Drama",5.3
3719,13567,Sleepaway Camp,Horror,6.1
3720,10860,Steel Magnolias,"Comedy,Drama,Romance",7.1
3721,8420,...And God Created Woman,"Drama,Romance",6.2
3722,18391,Easy Money,Comedy,6.6
3723,20850,Ilsa: She Wolf of the SS,"Thriller,Horror,War",5.1
3724,39473,Silent Fall,"Drama,Thriller,Mystery",5.2
3725,27452,The Spiral Staircase,"Crime,Drama,Horror,Mystery,Thriller",6.6
3726,77571,What Ever Happened to Aunt Alice?,"Crime,Drama,Horror,Mystery,Thriller",5.2
3727,38548,Margaret Cho: I'm the One That I Want,Comedy,8.7
3728,20438,The Tao of Steve,"Comedy,Romance",5.9
3729,274868,The Tic Code,,1.0
3730,2211,Aimee & Jaguar,"Drama,History,Romance",6.3
3731,46991,An Affair of Love,"Romance,Drama",6.5
3732,201581,The Autumn Heart,Drama,0.0
3733,10391,Bless the Child,"Drama,Horror,Thriller,Crime",4.9
3734,14195,Cecil B. Demented,"Thriller,Comedy,Crime",6.2
3735,15665,The Eyes of Tammy Faye,"Documentary,Drama",7.0
3736,45905,The Opportunists,"Comedy,Crime,Drama,Romance",5.5
3737,10393,The Replacements,Comedy,6.2
3738,18168,About Adam,"Comedy,Romance",5.4
3739,8843,The Cell,"Horror,Science Fiction,Thriller",6.0
3740,10643,Godzilla 2000,"Adventure,Horror,Action,Science Fiction",5.9
3741,23618,The Original Kings of Comedy,Comedy,6.5
3742,117262,Sunset Strip,,6.0
3743,30946,All the Rage,Comedy,5.3
3744,37136,The Naked Gun: From the Files of Police Squad!,"Comedy,Crime",7.1
3745,37137,The Naked Gun 2½: The Smell of Fear,"Comedy,Crime",6.6
3746,23283,Our Town,"Drama,Romance",4.6
3747,3110,Shane,"Drama,Western",7.3
3748,14698,"Suddenly, Last Summer","Thriller,Drama,Mystery",7.0
3749,11694,Cat Ballou,"Comedy,Western",6.5
3750,47434,A Couch in New York,"Romance,Comedy",5.6
3751,39891,The Devil Rides Out,Horror,6.7
3752,76891,Jerry and Tom,"Action,Comedy,Drama,Crime",6.7
3753,9651,Supergirl,"Adventure,Fantasy,Action,Science Fiction",4.7
3754,26865,X: The Unknown,"Horror,Science Fiction,Mystery",5.8
3755,11398,The Art of War,"Crime,Action,Adventure",5.6
3756,161687,The Ballad of Ramblin' Jack,"Music,Documentary",0.0
3757,26244,Phish: Bittersweet Motel,"Documentary,Music",6.0
3758,1588,Bring It On,Comedy,5.8
3759,287821,Catfish in Black Bean Sauce,"Drama,Comedy",0.0
3760,19150,The Crew,"Action,Comedy",6.4
3761,25128,Love & Sex,"Comedy,Drama,Romance",5.7
3762,18153,Steal This Movie,Drama,6.2
3763,30910,Went to Coney Island on a Mission from God... Be Back by Five,Drama,0.0
3764,41282,Skipped Parts,"Comedy,Drama,Romance",6.5
3765,12211,Highlander: Endgame,"Action,Fantasy,Science Fiction",4.4
3766,137236,Backstage,,7.5
3767,9995,Turn It Up,"Action,Crime,Drama",5.0
3768,1698,Anatomy,"Horror,Thriller",6.1
3769,10480,Nurse Betty,"Comedy,Crime,Thriller",5.9
3770,80713,Alone,"Drama,Foreign",6.7
3771,10685,The Watcher,"Mystery,Thriller",5.0
3772,1619,The Way of the Gun,"Action,Crime,Drama,Thriller",6.4
3773,786,Almost Famous,"Drama,Music",7.4
3774,14805,Bait,"Action,Thriller,Crime",6.1
3775,51179,Circus,"Crime,Drama,Thriller",4.3
3776,46119,Crime + Punishment in Suburbia,Drama,6.1
3777,18074,Duets,"Comedy,Drama,Music",5.5
3778,170767,Goya in Bordeaux,"Drama,War",5.5
3779,77332,Urbania,"Romance,Drama",5.2
3780,27665,Uninvited Guest,"Drama,Thriller",5.0
3781,29015,The Specials,"Action,Comedy",5.5
3782,10562,Under Suspicion,"Mystery,Thriller",6.4
3783,201724,Prince of Central Park,,5.2
3784,12212,Urban Legends: Final Cut,Horror,4.4
3785,14629,Woman on Top,"Comedy,Drama,Romance",5.5
3786,16,Dancer in the Dark,"Drama,Crime,Music",7.7
3787,13785,Best in Show,Comedy,6.7
3788,34299,Beautiful,Comedy,5.8
3789,15752,Barenaked in America,Documentary,1.0
3790,22597,The Broken Hearts Club: A Romantic Comedy,"Comedy,Drama,Romance",6.3
3791,19348,Girlfight,Drama,6.4
3792,10637,Remember the Titans,Drama,7.4
3793,9003,Hellraiser,Horror,6.9
3794,9064,Hellbound: Hellraiser II,"Horror,Thriller",6.3
3795,11569,Hellraiser III: Hell on Earth,"Horror,Thriller,War",5.3
3796,10434,"Faraway, So Close!","Drama,Fantasy,Science Fiction",6.4
3797,26484,Beach Party,"Comedy,Music",6.8
3798,39113,Bikini Beach,"Comedy,Music,Romance",6.7
3799,38126,Return of the Fly,"Drama,Horror,Science Fiction",5.7
3800,53617,Pajama Party,"Comedy,Romance",6.3
3801,469,Stranger Than Paradise,"Comedy,Drama",7.4
3802,2160,Voyage to the Bottom of the Sea,"Adventure,Drama,Science Fiction",5.4
3803,2161,Fantastic Voyage,"Adventure,Science Fiction",6.7
3804,3073,Abbott and Costello Meet Frankenstein,"Comedy,Horror",7.4
3805,911,The Bank Dick,Comedy,6.8
3806,10973,Creature from the Black Lagoon,"Adventure,Horror,Science Fiction",6.7
3807,34077,The Giant Gila Monster,"Horror,Science Fiction",4.2
3808,10787,The Invisible Man,"Horror,Science Fiction",7.3
3809,43109,The Killer Shrews,"Horror,Science Fiction",4.3
3810,43230,Kronos,Science Fiction,5.8
3811,15855,Phantom of the Opera,"Music,Horror,Romance",5.6
3812,9507,Runaway,"Thriller,Crime,Science Fiction",5.0
3813,27475,The Slumber Party Massacre,"Comedy,Horror",5.7
3814,27764,Slumber Party Massacre II,"Horror,Comedy",5.0
3815,27767,Slumber Party Massacre III,"Horror,Comedy",5.4
3816,40760,Sorority House Massacre,Horror,4.7
3817,40446,Sorority House Massacre II,"Comedy,Horror,Thriller",5.0
3818,24664,Bamboozled,"Comedy,Drama",6.3
3819,21370,Bootmen,"Comedy,Drama,Music",5.7
3820,20455,Digimon: The Movie,"Fantasy,Animation,Science Fiction,Family",6.2
3821,10461,Get Carter,"Action,Drama,Thriller,Crime",4.8
3822,1485,Get Carter,"Crime,Thriller",6.9
3823,1597,Meet the Parents,"Comedy,Romance",6.6
3824,641,Requiem for a Dream,"Crime,Drama",7.9
3825,10687,Tigerland,"Drama,War",6.7
3826,63956,Two Family House,"Drama,Romance",7.0
3827,6521,The Contender,"Drama,Thriller",6.7
3828,10763,Dr. T and the Women,"Comedy,Drama,Romance",4.6
3829,100975,Just Looking,"Drama,Comedy",5.8
3830,16888,The Ladies Man,Comedy,5.7
3831,10383,Lost Souls,"Horror,Thriller",4.5
3832,21142,Billy Jack,"Action,Adventure,Drama",6.5
3833,78140,Billy Jack Goes to Washington,Drama,6.4
3834,2134,The Time Machine,"Thriller,Adventure,Fantasy,Science Fiction,Romance",7.5
3835,18801,Haunted,"Mystery,Horror",6.4
3836,18498,Ghoulies,"Comedy,Horror,Fantasy",4.2
3837,28605,Ghoulies II,"Comedy,Horror",4.4
3838,42797,The Unsinkable Molly Brown,"Comedy,Music",5.7
3839,13465,The Adventures of Ichabod and Mr. Toad,"Horror,Fantasy,Animation,Family",6.4
3840,27033,The Strange Love of Martha Ivers,Drama,6.9
3841,20367,Detour,"Crime,Drama",7.3
3842,71,Billy Elliot,"Drama,Comedy,Music",7.4
3843,1636,Bedazzled,"Fantasy,Comedy,Romance",5.6
3844,10647,Pay It Forward,"Drama,Romance",7.0
3845,19204,The Beyond,Horror,6.6
3846,13762,The Private Eyes,"Comedy,Crime,Thriller,Mystery,Horror",6.9
3847,12207,The Legend of Drunken Master,"Action,Comedy",7.2
3848,11531,Book of Shadows: Blair Witch 2,"Mystery,Thriller,Horror",4.3
3849,24100,The Little Vampire,"Family,Horror",6.0
3850,10783,Lucky Numbers,"Action,Adventure,Comedy,Crime,Romance,Thriller",4.9
3851,47302,Stardom,"Comedy,Drama",6.4
3852,4327,Charlie's Angels,"Action,Adventure,Comedy,Crime,Thriller",5.6
3853,4958,The Legend of Bagger Vance,"Fantasy,Drama",6.4
3854,9678,Little Nicky,"Comedy,Fantasy,Romance",5.2
3855,11978,Men of Honor,Drama,7.0
3856,8870,Red Planet,"Thriller,Action,Science Fiction",5.4
3857,77434,What's Cooking?,"Comedy,Drama",6.4
3858,14295,You Can Count on Me,"Drama,Romance",6.8
3859,681,Diamonds Are Forever,"Adventure,Action,Thriller",6.3
3860,11372,The Eagle Has Landed,"Adventure,Drama,Action,Thriller,War",6.4
3861,8452,The 6th Day,Science Fiction,5.7
3862,10862,Bounce,"Drama,Romance",5.5
3863,8871,How the Grinch Stole Christmas,"Family,Comedy,Fantasy",6.2
3864,34045,One Day in September,Documentary,7.3
3865,16340,Rugrats in Paris: The Movie,"Adventure,Animation,Comedy,Family",6.0
3866,10481,102 Dalmatians,"Comedy,Family",5.1
3867,10867,Malena,Drama,6.9
3868,10876,Quills,Drama,6.8
3869,9741,Unbreakable,"Science Fiction,Thriller,Drama",6.9
3870,79920,Boys Life 3,,6.7
3871,146,"Crouching Tiger, Hidden Dragon","Adventure,Drama,Action,Romance",7.2
3872,11849,Dungeons & Dragons,"Action,Adventure,Fantasy,Science Fiction",3.9
3873,11983,Proof of Life,"Action,Adventure,Drama,Romance,Thriller",6.1
3874,11678,Vertical Limit,"Action,Adventure,Thriller",5.9
3875,2669,The Bounty,"Action,Drama,History",6.5
3876,20721,Code of Silence,"Action,Thriller,Crime,Drama",6.0
3877,2609,"Planes, Trains and Automobiles",Comedy,7.1
3878,12714,She's Having a Baby,"Comedy,Drama,Romance",5.5
3879,92603,Secrets of the Heart,Drama,6.4
3880,708,The Living Daylights,"Action,Adventure,Thriller",6.2
3881,1857,The Transformers: The Movie,Animation,7.1
3882,10673,Wall Street,"Crime,Drama",7.0
3883,2604,Born on the Fourth of July,"Drama,War",6.7
3884,10132,Talk Radio,Drama,6.7
3885,11064,Brewster's Millions,Comedy,6.5
3886,107,Snatch,"Thriller,Crime",7.7
3887,40820,Punchline,"Comedy,Drama",5.1
3888,37716,Mr Accident,"Comedy,Foreign",5.3
3889,392,Chocolat,"Comedy,Drama,Romance",6.8
3890,8859,"Dude, Where’s My Car?",Comedy,5.3
3891,11688,The Emperor's New Groove,"Adventure,Animation,Comedy,Family,Fantasy",7.2
3892,12509,Pollock,"Drama,Romance",6.6
3893,3981,What Women Want,"Comedy,Romance",6.1
3894,711,Finding Forrester,Drama,7.0
3895,2046,The Gift,"Horror,Drama,Thriller,Mystery",6.4
3896,5001,Before Night Falls,Drama,6.6
3897,8358,Cast Away,"Adventure,Drama",7.5
3898,5994,The Family Man,"Comedy,Drama,Romance,Fantasy",6.5
3899,25520,The House of Mirth,"Drama,Romance",6.4
3900,1493,Miss Congeniality,"Comedy,Crime,Action",6.1
3901,25660,Nowhere to Hide,"Action,Comedy,Crime",6.8
3902,134,"O Brother, Where Art Thou?","Action,Adventure,Comedy",7.3
3903,62677,Songcatcher,"Drama,Music",5.6
3904,21991,State and Main,"Comedy,Drama",6.5
3905,10577,Dracula 2000,"Thriller,Horror",4.6
3906,21355,All the Pretty Horses,"Drama,Romance,Western",5.8
3907,29122,An Everlasting Piece,"Comedy,Crime",6.0
3908,11973,Thirteen Days,"Drama,Thriller",6.9
3909,1900,Traffic,"Thriller,Drama,Crime",6.9
3910,44853,The Claim,"Drama,Romance,Western",5.6
3911,10873,Shadow of the Vampire,"Drama,Horror",6.6
3912,26719,House of Games,"Crime,Drama,Mystery,Thriller",7.0
3913,31583,Kill Me Again,"Drama,Action,Thriller,Crime",5.7
3914,15739,Annie,"Comedy,Drama,Family,Music",6.2
3915,15413,Don't Tell Mom the Babysitter's Dead,"Comedy,Family",5.8
3916,2623,An Officer and a Gentleman,"Drama,Romance",6.8
3917,11209,The Alamo,"Action,Adventure,Drama,History,Western",6.5
3918,13715,At Close Range,"Crime,Drama",6.7
3919,19108,Breaker! Breaker!,"Action,Adventure,Crime,Thriller",4.7
3920,8043,Breakheart Pass,"Thriller,Western,Mystery",6.7
3921,43258,Friendly Persuasion,"Drama,War,Western",6.1
3922,10655,Gettysburg,"War,Drama,History",6.6
3923,75490,Imaginary Crimes,Drama,3.7
3924,42261,Rancho Deluxe,"Action,Comedy,Western",5.5
3925,34794,The St  Francisville Experiment,"Horror,Thriller",5.5
3926,9989,Antitrust,"Action,Crime,Drama",5.8
3927,18828,Double Take,"Adventure,Drama,Action,Comedy,Romance",5.5
3928,9816,Save the Last Dance,"Drama,Family,Romance,Music",6.3
3929,20637,Panic,"Comedy,Crime,Drama",6.8
3930,5955,The Pledge,"Crime,Drama,Mystery,Thriller",6.6
3931,125498,Kids World,,4.3
3932,77825,The Personals,"Drama,Comedy,Romance,Foreign",7.5
3933,220976,The Amati Girls,Drama,0.0
3934,66599,Love Field,"Drama,Romance",5.4
3935,17474,The Man in the Moon,"Drama,Family,Romance",7.1
3936,11191,Mystic Pizza,"Comedy,Drama,Romance",6.0
3937,2613,Prelude to a Kiss,"Drama,Comedy,Romance",5.4
3938,22021,Coffy,"Thriller,Action,Adventure,Drama,Crime",7.2
3939,22048,Foxy Brown,"Thriller,Action,Crime",6.4
3940,17006,I'm Gonna Git You Sucka,"Action,Comedy",6.2
3941,26333,Untamed Heart,"Comedy,Drama,Romance",6.5
3942,16723,Sugar & Spice,"Crime,Comedy",5.7
3943,2018,The Wedding Planner,Comedy,5.4
3944,31768,Amy,"Comedy,Drama",6.9
3945,287991,Dog Run,,0.0
3946,47595,Faithless,"Drama,Romance",6.4
3947,18856,The Invisible Circus,Drama,5.1
3948,10499,The Legend of Rita,"Drama,Foreign",5.4
3949,37949,A Monkey's Tale,"Adventure,Animation,Family",6.3
3950,83500,Two Ninas,"Comedy,Romance",7.0
3951,47943,"Harry, He's Here To Help",Comedy,6.7
3952,74340,Amazing Grace and Chuck,Drama,6.3
3953,5709,Amazon Women on the Moon,"Comedy,Science Fiction",6.0
3954,11215,Baby Boom,"Comedy,Romance,Family",6.0
3955,26477,Back to the Beach,"Comedy,Music",5.9
3956,10937,Barfly,"Comedy,Drama,Romance",7.3
3957,4639,Best Seller,"Action,Crime,Drama,Thriller",6.3
3958,96,Beverly Hills Cop II,"Action,Comedy,Crime",6.1
3959,90,Beverly Hills Cop,"Action,Comedy,Crime",6.8
3960,11028,The Big Easy,"Drama,Action,Crime,Mystery",6.2
3961,57240,Big Shots,"Action,Adventure,Comedy",7.0
3962,67307,The Big Town,"Drama,Romance",5.9
3963,19324,Born in East L.A.,Comedy,5.9
3964,19933,The Brave Little Toaster,"Fantasy,Adventure,Animation,Comedy,Family,Music",6.8
3965,12919,Can't Buy Me Love,"Drama,Comedy,Romance,Family",6.7
3966,15785,Cherry 2000,Science Fiction,6.0
3967,31701,Cop,"Crime,Drama,Mystery,Thriller",6.6
3968,31563,Critical Condition,Comedy,6.2
3969,12506,Cry Freedom,Drama,7.0
3970,89992,Curse,Horror,3.0
3971,70199,Dead of Winter,"Horror,Thriller,Crime,Mystery",6.4
3972,39507,The Dead,Drama,6.5
3973,62185,Death Before Dishonor,"Drama,Action",5.0
3974,24826,Disorderlies,Comedy,4.4
3975,30994,Dogs in Space,"Music,Drama",5.9
3976,17159,Eddie Murphy Raw,Comedy,7.4
3977,10110,Empire of the Sun,"Drama,History,War",7.3
3978,18935,Ernest Goes to Camp,"Comedy,Family",5.5
3979,764,The Evil Dead,Horror,7.3
3980,20287,Extreme Prejudice,"Action,Crime,Drama,Thriller,Western",5.7
3981,26964,Family Viewing,Drama,5.7
3982,71881,Five Corners,Drama,5.5
3983,15658,Flowers in the Attic,"Drama,Horror,Mystery,Thriller",6.4
3984,4918,The Fourth Protocol,"Action,Drama,Thriller",6.1
3985,28368,Gardens of Stone,"Drama,History",5.5
3986,58084,Julia and Julia,"Drama,Fantasy",6.0
3987,52780,The Glass Menagerie,Drama,6.2
3988,48149,"Good Morning, Babylon","Romance,Drama",5.8
3989,26156,Hiding Out,"Action,Adventure,Comedy,Drama,Family,Thriller",5.2
3990,34101,Hollywood Shuffle,Comedy,5.7
3991,32054,Hope and Glory,"Drama,War",6.5
3992,14464,Hot Pursuit,Comedy,6.1
3993,65501,Housekeeping,"Comedy,Drama",5.5
3994,32227,Hunk,"Fantasy,Comedy",7.0
3995,2614,Innerspace,"Action,Comedy,Science Fiction",6.6
3996,40962,Ironweed,Drama,6.4
3997,12704,Ishtar,"Action,Adventure,Comedy",4.3
3998,580,Jaws: The Revenge,"Adventure,Thriller",3.5
3999,24828,Leonard Part 6,"Action,Comedy",2.7
4000,13703,Less Than Zero,"Drama,Crime,Romance",6.1
4001,36914,Like Father Like Son,"Comedy,Fantasy",5.3
4002,1547,The Lost Boys,"Horror,Comedy",6.8
4003,42010,Made in Heaven,"Fantasy,Drama,Comedy,Romance",6.6
4004,2608,Maid to Order,"Comedy,Fantasy",5.2
4005,32058,Making Mr. Right,"Comedy,Romance",3.8
4006,10019,Mannequin,"Fantasy,Comedy,Romance",5.5
4007,11649,Masters of the Universe,"Action,Fantasy,Science Fiction,Adventure,Thriller",5.1
4008,84499,Million Dollar Mystery,"Comedy,Thriller",4.5
4009,13509,The Monster Squad,"Horror,Comedy,Action,Fantasy,Science Fiction",6.8
4010,63639,A Month in the Country,"History,Drama",5.9
4011,30175,Morgan Stewart's Coming Home,Comedy,4.9
4012,51521,My Demon Lover,"Comedy,Fantasy,Horror,Romance",5.9
4013,34379,No Man's Land,"Action,Drama,Thriller",6.1
4014,22915,North Shore,"Action,Drama,Romance",5.2
4015,24940,Head Over Heels,"Comedy,Romance",5.3
4016,37302,Left Behind,"Drama,Fantasy,Science Fiction,Thriller",4.0
4017,10984,Valentine,"Horror,Thriller",5.0
4018,843,In the Mood for Love,"Drama,Romance",7.8
4019,121091,Fever,"Drama,Thriller",6.0
4020,318,The Million Dollar Hotel,"Drama,Thriller",5.9
4021,12806,Nico and Dani,"Drama,Comedy,Romance",5.9
4022,9740,Hannibal,"Crime,Drama,Thriller,Horror",6.4
4023,10878,Saving Silverman,"Comedy,Crime,Romance",5.4
4024,47588,Signs & Wonders,"Drama,Foreign",5.0
4025,10697,The Taste of Others,"Drama,Comedy,Romance",6.6
4026,7093,Vatel,"History,Drama,Romance",6.0
4027,16300,Down to Earth,"Fantasy,Comedy,Science Fiction,Romance",4.9
4028,19405,Recess: School's Out,"Science Fiction,Animation,Comedy,Family",6.6
4029,1921,Sweet November,"Drama,Romance",6.4
4030,44412,Company Man,Comedy,5.3
4031,21620,The Price of Milk,"Comedy,Drama,Foreign,Romance",6.0
4032,23685,Monkeybone,"Adventure,Fantasy,Animation,Action,Comedy",4.2
4033,12138,3000 Miles to Graceland,"Action,Adventure,Comedy,Thriller,Crime",5.8
4034,48217,The Widow of Saint-Pierre,"Romance,Drama",6.7
4035,6073,The Mexican,"Action,Comedy,Crime,Romance",5.8
4036,39180,See Spot Run,"Action,Comedy,Family",4.8
4037,35569,Carman: The Champion,"Drama,Action",3.2
4038,25208,The Caveman's Valentine,"Drama,Mystery,Thriller",6.0
4039,82103,"Me, You, Them","Comedy,Drama,Romance",6.5
4040,19513,Series 7: The Contenders,"Action,Comedy,Thriller",6.3
4041,2749,15 Minutes,"Action,Crime,Thriller",5.7
4042,10050,Get Over It,"Comedy,Romance",5.5
4043,17203,Blow Dry,"Comedy,Drama",5.8
4044,168485,Hit and Runway,,0.0
4045,95682,Long Night's Journey Into Day,Documentary,2.5
4046,54968,Simon Magus,,10.0
4047,49929,When Brendan Met Trudy,,0.0
