movieid,title,budget,revenue,profit,rating
2140,Kiss of the Dragon,25000000.0,64437847.0,39437847.0,3.5640557939914164
4248,Scary Movie 2,45000000.0,141220678.0,96220678.0,2.533290653008963
17612,Lost and Delirious,0.0,0.0,0.0,
3134,Baise-moi,0.0,940944.0,940944.0,4.135569334836528
34899,The Vertical Ray of the Sun,0.0,0.0,0.0,
8217,Alice,0.0,0.0,0.0,
22478,Another Woman,0.0,0.0,0.0,
26483,Beach Blanket Bingo,0.0,0.0,0.0,3.1707317073170733
24382,Big Deal on Madonna Street,0.0,0.0,0.0,
11286,The Cannonball Run,18000000.0,72179579.0,54179579.0,
11950,Cannonball Run II,0.0,28078073.0,28078073.0,
12236,Speed Zone,0.0,3077361.0,3077361.0,
36245,Diary of a Chambermaid,0.0,0.0,0.0,
43342,Donovan's Brain,0.0,0.0,0.0,
15875,Donovan's Reef,2686000.0,6600000.0,3914000.0,
26573,Dr. Goldfoot and the Bikini Machine,0.0,0.0,0.0,
23439,House of Usher,270000.0,1450000.0,1180000.0,
10728,Faust,0.0,0.0,0.0,
5991,The Last Laugh,0.0,0.0,0.0,3.535867286482545
11697,The Man Who Shot Liberty Valance,3200000.0,8000000.0,4800000.0,
6106,Salvador,4500000.0,0.0,-4500000.0,2.9
22477,September,0.0,0.0,0.0,
19200,Shadows and Fog,14000000.0,2735731.0,-11264269.0,
11300,Something Wild,0.0,8362969.0,8362969.0,
16211,The Sons of Katie Elder,0.0,0.0,0.0,
28650,The Thing with Two Heads,0.0,0.0,0.0,
42780,Village of the Giants,0.0,0.0,0.0,
32569,X: The Man with the X-Ray Eyes,0.0,0.0,0.0,
20075,Nice Dreams,0.0,0.0,0.0,
28430,The Day the Earth Caught Fire,0.0,0.0,0.0,
28794,The House by the Cemetery,0.0,0.0,0.0,
20197,Things Are Tough All Over,0.0,21134374.0,21134374.0,
43316,All That Heaven Allows,0.0,3100000.0,3100000.0,
34689,The Barefoot Contessa,0.0,0.0,0.0,
25690,The Blackout,0.0,0.0,0.0,
10238,Cries and Whispers,0.0,0.0,0.0,
18929,The Entertainer,0.0,0.0,0.0,
4789,The Garden of the Finzi-Continis,0.0,0.0,0.0,3.2620967741935485
32595,Howling III: The Marsupials,0.0,0.0,0.0,
18030,Kiss Me Deadly,0.0,0.0,0.0,
18988,The Lion in Winter,0.0,0.0,0.0,
11536,The Misfits,4000000.0,8200000.0,4200000.0,
10339,Moby Dick,4500000.0,10400000.0,5900000.0,
39875,Popcorn,0.0,0.0,0.0,
50031,Rembrandt,0.0,0.0,0.0,
976,Sweet Smell of Success,0.0,0.0,0.0,3.5163755458515285
69605,Written on the Wind,0.0,0.0,0.0,
65632,The 10th Victim,0.0,0.0,0.0,
29471,Colonel Redl,0.0,0.0,0.0,
4780,Obsession,0.0,0.0,0.0,3.3531468531468533
11906,Suspiria,0.0,0.0,0.0,
11713,Fist of Fury,100000.0,0.0,-100000.0,
9589,Christiane F.,0.0,0.0,0.0,
12481,The Big Boss,100000.0,0.0,-100000.0,
13333,Game of Death,0.0,0.0,0.0,
13938,The Last Dragon,10000000.0,25754284.0,15754284.0,
10540,Outland,16000000.0,17374595.0,1374595.0,
9462,The Way of the Dragon,130000.0,85000000.0,84870000.0,
82623,T-Rex: Back to the Cretaceous,0.0,0.0,0.0,
2114,Final Fantasy: The Spirits Within,137000000.0,85131830.0,-51868170.0,3.60302337398374
8835,Legally Blonde,18000000.0,141774679.0,123774679.0,2.675675675675676
11371,The Score,68000000.0,71069884.0,3069884.0,
78248,Adanggaman,0.0,28.0,28.0,
9517,Bully,0.0,480811.0,480811.0,
25985,Jump Tomorrow,0.0,0.0,0.0,
15745,Made,5000000.0,5476060.0,476060.0,
24977,Michael Jordan to the Max,0.0,21268532.0,21268532.0,
36107,More,0.0,0.0,0.0,
113271,Thrill Ride: The Science of Fun,0.0,0.0,0.0,
58904,Haunted Castle,0.0,13651656.0,13651656.0,3.5
103489,All Access: Front Row. Backstage. Live!,0.0,0.0,0.0,1.9375
13794,Africa: The Serengeti,0.0,0.0,0.0,
13795,Alaska: Spirit of the Wild,0.0,0.0,0.0,
103488,Encounter in the Third Dimension,0.0,0.0,0.0,
73482,Siegfried & Roy: The Magic Box,0.0,0.0,0.0,
38965,18 Again!,0.0,0.0,0.0,
47817,1969,0.0,5979011.0,5979011.0,
31052,The Accidental Tourist,0.0,0.0,0.0,
10868,The Accused,0.0,0.0,0.0,
9395,Above the Law,7500000.0,18869631.0,11369631.0,
14506,The Adventures of Baron Munchausen,46630000.0,8083123.0,-38546877.0,
5333,Apartment Zero,4000000.0,670774.0,-3329226.0,3.857142857142857
4281,Appointment with Death,0.0,960040.0,960040.0,2.9296875
2,Ariel,0.0,0.0,0.0,3.2369531849577897
26044,Arthur 2: On the Rocks,0.0,14681192.0,14681192.0,3.1666666666666665
59797,Bad Dreams,4000000.0,9797098.0,5797098.0,
14911,Bat*21,0.0,3184348.0,3184348.0,
15592,Beaches,0.0,57041866.0,57041866.0,
15267,The Beast of War,0.0,0.0,0.0,
12710,Big Business,0.0,0.0,0.0,
30502,Big Top Pee-wee,0.0,15122000.0,15122000.0,
19382,Biloxi Blues,20000000.0,51684798.0,31684798.0,
24679,Bird,0.0,0.0,0.0,
9599,The Blob,19000000.0,8247943.0,-10752057.0,
94440,The Boost,8000000.0,784990.0,-7215010.0,
17170,"Bright Lights, Big City",0.0,0.0,0.0,
18509,Caddyshack II,0.0,0.0,0.0,
110428,Camille Claudel 1915,3512454.0,115860.0,-3396594.0,
34604,Casual Sex?,0.0,12277096.0,12277096.0,
14441,Clean and Sober,0.0,8674093.0,8674093.0,
7520,Cocktail,20000000.0,171504781.0,151504781.0,
10126,Colors,6000000.0,46616067.0,40616067.0,
9602,Coming to America,39000000.0,288752301.0,249752301.0,
23752,The Couch Trip,0.0,0.0,0.0,
41952,Criminal Law,0.0,0.0,0.0,
3980,Critters,2000000.0,13167232.0,11167232.0,3.634206219312602
10127,Critters 2,4500000.0,3813293.0,-686707.0,
12702,Critters 3,0.0,0.0,0.0,
27397,Crossing Delancey,0.0,16262415.0,16262415.0,3.806595365418895
9748,D.O.A.,0.0,12706478.0,12706478.0,
40095,Dead Heat,5000000.0,0.0,-5000000.0,
10651,The Dead Pool,20000000.0,0.0,-20000000.0,
10141,Dirty Rotten Scoundrels,0.0,42039085.0,42039085.0,
27362,Drowning by Numbers,0.0,0.0,0.0,3.5495495495495497
5680,"Elvira, Mistress of the Dark",0.0,5596267.0,5596267.0,3.228486646884273
26386,Ernest Saves Christmas,6000000.0,28202109.0,22202109.0,3.3729603729603728
34053,Everybody's All-American,0.0,0.0,0.0,
25884,Feds,0.0,3527636.0,3527636.0,3.0833333333333335
26355,For Keeps,0.0,17514553.0,17514553.0,
10675,Frantic,20000000.0,17637950.0,-2362050.0,
38982,Fresh Horses,0.0,0.0,0.0,
10130,Gorillas in the Mist,22000000.0,0.0,-22000000.0,
2617,The Great Outdoors,24000000.0,43455230.0,19455230.0,3.1814535614187687
38615,Heartbreak Hotel,0.0,0.0,0.0,
21362,High Spirits,0.0,7399763.0,7399763.0,
30690,Hot to Trot,9000000.0,6436211.0,-2563789.0,
75889,The House on Carroll Street,0.0,0.0,0.0,
38500,Howling IV: The Original Nightmare,0.0,0.0,0.0,
26723,Imagine: John Lennon,0.0,0.0,0.0,3.3333333333333335
20443,Johnny Be Good,0.0,0.0,0.0,
49365,Lady in White,0.0,0.0,0.0,
11347,The Lair of the White Worm,2500000.0,1189315.0,-1310685.0,
12144,The Land Before Time,12300000.0,84460846.0,72160846.0,
13704,License to Drive,8000000.0,22433275.0,14433275.0,
12505,Little Nikita,0.0,0.0,0.0,
41963,Masquerade,0.0,0.0,0.0,
13482,The Milagro Beanfield War,0.0,0.0,0.0,
34014,Moon Over Parador,20000000.0,0.0,-20000000.0,
29739,Moving,0.0,0.0,0.0,
12120,My Stepmother is an Alien,20000000.0,13854000.0,-6146000.0,
47818,A Night in the Life of Jimmy Reardon,0.0,6264058.0,6264058.0,
38617,Off Limits,12000000.0,7242035.0,-4757965.0,
3543,Bagdad Cafe,0.0,3587303.0,3587303.0,3.882928739232576
51321,Permanent Record,8000000.0,1893139.0,-6106861.0,3.0
9604,Red Heat,29000000.0,34994648.0,5994648.0,
24929,Return of the Living Dead Part II,6200000.0,9205924.0,3005924.0,
10925,The Return of the Living Dead,4000000.0,14237000.0,10237000.0,
13965,Return to Snowy River,0.0,0.0,0.0,
24266,The Man from Snowy River,3500000.0,20659423.0,17159423.0,
58434,Rocket Gibraltar,0.0,187349.0,187349.0,2.923076923076923
18197,Running on Empty,0.0,2835116.0,2835116.0,
70842,Salome's Last Dance,0.0,331000.0,331000.0,
38909,Salsa,0.0,8892589.0,8892589.0,
17126,Satisfaction,0.0,8.0,8.0,
11503,The Serpent and the Rainbow,7000000.0,19595031.0,12595031.0,
38558,Shakedown,0.0,0.0,0.0,
9717,Shoot to Kill,0.0,29300000.0,29300000.0,
11966,Short Circuit 2,0.0,21630088.0,21630088.0,
2605,Short Circuit,0.0,40697761.0,40697761.0,3.165941025133584
8740,The Vanishing,0.0,0.0,0.0,3.639344262295082
25497,Stormy Monday,0.0,1791328.0,1791328.0,
38560,Sunset,16000000.0,4594452.0,-11405548.0,
50203,Sweet Hearts Dance,0.0,3790493.0,3790493.0,
26798,Switching Channels,0.0,0.0,0.0,
91445,The Telephone,0.0,0.0,0.0,
41428,Tetsuo: The Iron Man,0.0,0.0,0.0,
8337,They Live,4000000.0,13008928.0,9008928.0,3.9272970561998215
47493,To Kill a Priest,0.0,0.0,0.0,3.466666666666667
8463,Torch Song Trilogy,0.0,4865997.0,4865997.0,3.526666666666667
41974,Track 29,5000000.0,0.0,-5000000.0,2.5454545454545454
28176,Tucker: The Man and His Dream,0.0,0.0,0.0,
9493,Twins,15000000.0,216614388.0,201614388.0,
26603,Vice Versa,0.0,0.0,0.0,3.205965909090909
33172,Watchers,0.0,0.0,0.0,
29095,Waxwork,0.0,808114.0,808114.0,
12582,Without a Clue,0.0,0.0,0.0,
10001,Young Einstein,0.0,0.0,0.0,
11352,Always,31000000.0,74134790.0,43134790.0,
12500,American Ninja,1000000.0,10499694.0,9499694.0,
25678,American Ninja 2: The Confrontation,0.0,0.0,0.0,
25682,American Ninja 3: Blood Hunt,0.0,0.0,0.0,
32049,Best of the Best 2,0.0,6500000.0,6500000.0,3.15
45225,The Big Picture,5000000.0,117463.0,-4882537.0,
1648,Bill & Ted's Excellent Adventure,10000000.0,40485039.0,30485039.0,3.5458937198067635
4105,Black Rain,30000000.0,45892212.0,15892212.0,3.694737696930323
22711,Blaze,0.0,19131000.0,19131000.0,
19124,Blind Fury,0.0,2692037.0,2692037.0,
69828,Breaking In,0.0,0.0,0.0,
53150,C.H.U.D. II: Bud the Chud,0.0,0.0,0.0,
10142,Casualties of War,22500000.0,18671317.0,-3828683.0,
3064,Chances Are,0.0,0.0,0.0,2.196319018404908
86093,Cookie,0.0,0.0,0.0,
10134,Cyborg,500000.0,10166459.0,9666459.0,
21291,Dad,19000000.0,19738015.0,738015.0,
4925,Dead Bang,0.0,8125592.0,8125592.0,3.028
30352,Disorganized Crime,0.0,0.0,0.0,
15142,Dream a Little Dream,0.0,0.0,0.0,
14550,The Dream Team,0.0,28890240.0,28890240.0,
32075,A Dry White Season,0.0,0.0,0.0,
2210,Earth Girls Are Easy,10000000.0,3916303.0,-6083697.0,3.7001675041876045
25005,Eddie and the Cruisers II: Eddie Lives!,0.0,0.0,0.0,
21721,Eddie and the Cruisers,0.0,4786789.0,4786789.0,
116014,Enemies: A Love Story,0.0,7754571.0,7754571.0,3.25
11828,Erik the Viking,0.0,0.0,0.0,
55699,The Experts,0.0,0.0,0.0,
10551,Family Business,0.0,12195695.0,12195695.0,
20713,Farewell to the King,16000000.0,2420917.0,-13579083.0,
27461,Fat Man and Little Boy,0.0,0.0,0.0,2.7285714285714286
41969,The Girl in a Swing,0.0,0.0,0.0,
1380,Gleaming the Cube,0.0,2777280.0,2777280.0,3.3083801599308407
19157,Going Overboard,0.0,0.0,0.0,
11465,Great Balls of Fire!,0.0,0.0,0.0,
17190,Gross Anatomy,0.0,0.0,0.0,
55059,Happy Together,0.0,0.0,0.0,
9085,Harlem Nights,30000000.0,60864870.0,30864870.0,
17819,Her Alibi,0.0,0.0,0.0,
46786,Homer and Eddie,0.0,0.0,0.0,
14776,How to Get Ahead in Advertising,0.0,0.0,0.0,
59585,Immediate Family,0.0,0.0,0.0,
32855,In Country,18.0,0.0,-18.0,
29185,An Innocent Man,0.0,20047604.0,20047604.0,
39787,Jacknife,0.0,0.0,0.0,
32059,The January Man,0.0,0.0,0.0,
505,Johnny Handsome,20000000.0,7237794.0,-12762206.0,2.5232644017725256
4486,Jesus of Montreal,0.0,0.0,0.0,3.3376623376623376
10345,K-9,17000000.0,78247647.0,61247647.0,
10222,Kickboxer,1500000.0,14697005.0,13197005.0,
12774,Last Exit to Brooklyn,0.0,0.0,0.0,
14621,Lean On Me,0.0,0.0,0.0,
19118,Let It Ride,0.0,0.0,0.0,
14372,Leviathan,25000000.0,15704614.0,-9295386.0,
15138,Little Monsters,7000000.0,793775.0,-6206225.0,
9972,Lock Up,24000000.0,22099847.0,-1900153.0,
9494,Look Who's Talking,7500000.0,296000000.0,288500000.0,
17362,Loverboy,0.0,3960327.0,3960327.0,
9942,Major League,11000000.0,49797148.0,38797148.0,
8216,Meet the Feebles,750000.0,0.0,-750000.0,
4296,Millennium,0.0,0.0,0.0,3.1999105545617175
24739,Miracle Mile,3000000.0,1145404.0,-1854596.0,
39197,Miss Firecracker,0.0,0.0,0.0,
9686,New York Stories,15000000.0,0.0,-15000000.0,
27418,Next of Kin,12000000.0,15942628.0,3942628.0,
39002,No Holds Barred,8000000.0,16093651.0,8093651.0,
43345,Old Gringo,0.0,0.0,0.0,
31606,The Package,0.0,0.0,0.0,2.5
27607,Parents,0.0,0.0,0.0,
37146,Penn & Teller Get Killed,0.0,0.0,0.0,
20006,Pink Cadillac,0.0,0.0,0.0,
8867,The Punisher,9000000.0,0.0,-9000000.0,2.5072463768115942
12663,Red Scorpion,16000000.0,4192440.0,-11807560.0,
331,Jurassic Park III,93000000.0,368780809.0,275780809.0,3.2881944444444446
11467,America's Sweethearts,0.0,0.0,0.0,
327,Brother,12000000.0,15250000.0,3250000.0,2.8079533277771165
1548,Ghost World,7000000.0,0.0,-7000000.0,3.1219512195121952
13403,Hedwig and the Angry Inch,0.0,0.0,0.0,
869,Planet of the Apes,100000000.0,362211740.0,262211740.0,3.0960884353741496
552,Bread and Tulips,0.0,0.0,0.0,3.1939479145745464
36095,Cure,20000.0,99000.0,79000.0,
33379,Greenfingers,0.0,1443067.0,1443067.0,
196859,Jackpot,400000.0,43719.0,-356281.0,
47574,The Monkey's Mask,0.0,0.0,0.0,
2171,Wet Hot American Summer,5000000.0,295206.0,-4704794.0,3.651878497202238
87462,Relentless,0.0,0.0,0.0,
20307,Renegades,0.0,0.0,0.0,
19142,The Return of Swamp Thing,0.0,192816.0,192816.0,
41946,The Return of the Musketeers,0.0,0.0,0.0,
10135,Road House,15000000.0,30050028.0,15050028.0,
32767,Romero,0.0,0.0,0.0,
56162,Rosalie Goes Shopping,0.0,0.0,0.0,
24254,Rude Awakening,0.0,3169719.0,3169719.0,
19236,Santa Sangre,787000.0,0.0,-787000.0,
32261,Scandal,0.0,8800000.0,8800000.0,3.403669724770642
60276,Scenes from the Class Struggle in Beverly Hills,0.0,0.0,0.0,
12150,Sea of Love,19000000.0,110879513.0,91879513.0,
11185,"See No Evil, Hear No Evil",18000000.0,46908987.0,28908987.0,
47045,She's Out of Control,0.0,12065892.0,12065892.0,
18683,Shirley Valentine,0.0,0.0,0.0,
12521,Shocker,5000000.0,16554699.0,11554699.0,
12478,Skin Deep,0.0,0.0,0.0,
49788,Slaves of New York,0.0,0.0,0.0,
31083,Some Girls,0.0,401421.0,401421.0,2.0543478260869565
30666,Stepfather II: Make Room For Daddy,0.0,1519796.0,1519796.0,
25155,The Stepfather,0.0,0.0,0.0,
65015,Sweetie,0.0,0.0,0.0,
24077,The Tall Guy,0.0,0.0,0.0,
9618,Tango & Cash,55000000.0,63408614.0,8408614.0,
16560,Tap,0.0,9114702.0,9114702.0,
31608,Three Fugitives,15000000.0,40590000.0,25590000.0,
22102,Troop Beverly Hills,0.0,0.0,0.0,
6951,Turner & Hooch,0.0,71079915.0,71079915.0,1.9641985353946299
11959,UHF,5000000.0,0.0,-5000000.0,
2616,Uncle Buck,15000000.0,79258538.0,64258538.0,2.72866599510721
7091,Vampire's Kiss,2000000.0,725131.0,-1274869.0,3.962176165803109
249,The War of the Roses,0.0,0.0,0.0,3.672367149758454
11342,Warlock,7000000.0,0.0,-7000000.0,
183,The Wizard,6000000.0,14278900.0,8278900.0,3.354559748427673
32330,Worth Winning,0.0,0.0,0.0,
24126,Warlock: The Armageddon,0.0,0.0,0.0,
8494,Weekend at Bernie's II,0.0,0.0,0.0,3.611111111111111
26535,Billy Liar,0.0,0.0,0.0,
41784,Black Robe,0.0,0.0,0.0,
27431,The Cat o' Nine Tails,1000000.0,0.0,-1000000.0,3.35
2148,The Cotton Club,58000000.0,25928721.0,-32071279.0,2.9638798701298703
42033,Def-Con 4,0.0,0.0,0.0,
11308,The Hotel New Hampshire,7500000.0,0.0,-7500000.0,
23239,Idiot Box,0.0,0.0,0.0,
53119,Left Luggage,0.0,100544.0,100544.0,
31941,Who'll Stop the Rain,0.0,0.0,0.0,
19317,"Zorro, The Gay Blade",0.0,0.0,0.0,
27813,Basket Case,35000.0,0.0,-35000.0,
57745,Orphans,0.0,49501.0,49501.0,
2057,Original Sin,42000000.0,35402320.0,-6597680.0,3.3566037735849057
9880,The Princess Diaries,37000000.0,165335153.0,128335153.0,
5175,Rush Hour 2,90000000.0,347325802.0,257325802.0,3.2457627118644066
21596,Thomas in Love,0.0,0.0,0.0,
41951,Chocolat,0.0,0.0,0.0,
11385,Hatari!,0.0,0.0,0.0,
4484,La Cage aux folles,0.0,20424259.0,20424259.0,3.6685823754789273
11684,La Cage aux folles II,0.0,6950125.0,6950125.0,
44414,Liebestraum,0.0,0.0,0.0,
44258,Marat/Sade,0.0,0.0,0.0,
20391,Paint Your Wagon,20000000.0,31678778.0,11678778.0,
12584,The Shootist,0.0,8091910.0,8091910.0,
70042,Theremin: An Electronic Odyssey,0.0,0.0,0.0,
1627,The Wild Child,0.0,0.0,0.0,3.135782747603834
11542,Altered States,15000000.0,19853892.0,4853892.0,
17169,Any Which Way You Can,0.0,70687344.0,70687344.0,
39176,The Awakening,0.0,0.0,0.0,
33214,Bad Timing,0.0,0.0,0.0,
19267,The Big Brawl,0.0,0.0,0.0,
2770,American Pie 2,30000000.0,287553595.0,257553595.0,3.0595186186448067
12610,Osmosis Jones,75000000.0,13596911.0,-61403089.0,
1933,The Others,0.0,0.0,0.0,3.4618834080717487
13496,American Outlaws,35000000.0,13678913.0,-21321087.0,
21055,All Over the Guy,0.0,1051948.0,1051948.0,
24936,The Deep End,3000000.0,0.0,-3000000.0,
80070,On the Edge,7000000.0,0.0,-7000000.0,
10972,Session 9,1500000.0,373967.0,-1126033.0,
207541,The Turandot Project,0.0,0.0,0.0,
1722,Captain Corelli's Mandolin,57000000.0,62112895.0,5112895.0,3.227576007703948
9896,Rat Race,48000000.0,85498534.0,37498534.0,
26665,Aberdeen,0.0,0.0,0.0,
125707,Innocence,0.0,0.0,0.0,
9683,Bubble Boy,0.0,0.0,0.0,
2779,The Curse of the Jade Scorpion,0.0,0.0,0.0,3.5401234567901234
2294,Jay and Silent Bob Strike Back,22000000.0,33788161.0,11788161.0,3.2492016605460643
10016,Ghosts of Mars,28000000.0,14010832.0,-13989168.0,
26602,Summer Catch,34000000.0,19693891.0,-14306109.0,3.423076923076923
37920,An American Rhapsody,0.0,850225.0,850225.0,
22230,Happy Accidents,0.0,688510.0,688510.0,
206412,Lisa Picard Is Famous,0.0,0.0,0.0,
13966,Maybe Baby,0.0,0.0,0.0,
742,Together,0.0,0.0,0.0,2.7533169533169533
248757,Punks,0.0,0.0,0.0,
15104,Tortilla Soup,0.0,4574762.0,4574762.0,
8922,Jeepers Creepers,10000000.0,59217789.0,49217789.0,3.107142857142857
11065,O,0.0,16017403.0,16017403.0,
21118,Waking Up in Reno,0.0,261603.0,261603.0,
46727,Speedway Junky,1000000.0,0.0,-1000000.0,
16314,3 Ninjas,0.0,0.0,0.0,
18885,3 Ninjas Kick Back,0.0,0.0,0.0,
40508,3 Ninjas Knuckle Up,0.0,0.0,0.0,
5922,The Hunter,0.0,0.0,0.0,3.0
27346,Maniac,350000.0,0.0,-350000.0,
34223,Vamp,1900000.0,4790926.0,2890926.0,
16307,The Wicker Man,0.0,0.0,0.0,
27681,Wish Upon a Star,0.0,0.0,0.0,
11370,The Musketeer,40000000.0,27053815.0,-12946185.0,
12508,Rock Star,57000000.0,16991902.0,-40008098.0,
14033,Soul Survivors,0.0,0.0,0.0,
25462,Two Can Play That Game,6000000.0,0.0,-6000000.0,
223346,Bounce: Behind The Velvet Rope,0.0,0.0,0.0,
34714,Diamond Men,0.0,0.0,0.0,
47161,Djomeh,0.0,0.0,0.0,
106230,The Iron Ladies,0.0,0.0,0.0,3.1666666666666665
35176,Kill Me Later,0.0,0.0,0.0,
18734,L.I.E.,700000.0,1667192.0,967192.0,
44321,Our Lady of the Assassins,0.0,0.0,0.0,
26661,Abbott and Costello Meet the Mummy,0.0,0.0,0.0,
5998,"Dr. Mabuse, the Gambler",0.0,0.0,0.0,2.1715686274509802
58062,Into the Arms of Strangers: Stories of the Kindertransport,0.0,0.0,0.0,
2176,The Glass House,30000000.0,23619609.0,-6380391.0,3.91044776119403
20857,Hardball,32000000.0,40222729.0,8222729.0,
22617,Dinner Rush,0.0,0.0,0.0,
75386,Haiku Tunnel,0.0,251058.0,251058.0,2.5
2185,Big Trouble,40000000.0,8493890.0,-31506110.0,3.4985549132947975
10696,Glitter,22000000.0,5271666.0,-16728334.0,
2034,Training Day,45000000.0,104876233.0,59876233.0,2.8339153208206023
21538,The American Astronaut,0.0,0.0,0.0,
51722,Children Underground,0.0,0.0,0.0,
101860,Go Tigers!,0.0,0.0,0.0,
48834,Liam,0.0,0.0,0.0,
30379,Megiddo: The Omega Code 2,0.0,0.0,0.0,
31016,Sidewalks of New York,1000000.0,2402459.0,1402459.0,
32567,The Endurance: Shackleton's Legendary Antarctic Expedition,0.0,2452566.0,2452566.0,2.6
12537,The French Lieutenant's Woman,0.0,2689068.0,2689068.0,
9028,The Great Silence,0.0,0.0,0.0,
16180,The Legend of Hell House,0.0,0.0,0.0,
11521,Little Man Tate,0.0,0.0,0.0,
21028,Moscow Does Not Believe in Tears,0.0,0.0,0.0,
27327,Phantom of the Paradise,0.0,0.0,0.0,2.0873015873015874
35200,The Return of a Man Called Horse,0.0,0.0,0.0,
21242,Valdez Is Coming,0.0,0.0,0.0,
29756,13 Ghosts,0.0,0.0,0.0,
82523,Montenegro,0.0,0.0,0.0,
20115,Opera,8000000.0,0.0,-8000000.0,
30295,Father Goose,0.0,0.0,0.0,
25767,The Grass Is Greener,0.0,6000000.0,6000000.0,3.3815789473684212
33725,A Hole in the Head,0.0,0.0,0.0,3.5245098039215685
22874,Indiscreet,0.0,0.0,0.0,
11576,"It's a Mad, Mad, Mad, Mad World",9400000.0,60000000.0,50600000.0,
43860,King Solomon's Mines,0.0,0.0,0.0,
43802,The Little Foxes,0.0,0.0,0.0,
9660,Operation Petticoat,0.0,6800000.0,6800000.0,
15393,Play Misty for Me,725000.0,10600000.0,9875000.0,
248,Pocketful of Miracles,2900000.0,5000000.0,2100000.0,3.0132389162561575
40885,Sayonara,0.0,0.0,0.0,
25905,The Shop on Main Street,0.0,0.0,0.0,3.6526315789473682
21148,Spring Break,0.0,0.0,0.0,
1644,The Vanishing,0.0,0.0,0.0,2.479947403024326
12502,Silkwood,0.0,0.0,0.0,
66092,I Never Promised You a Rose Garden,3000000.0,0.0,-3000000.0,3.625
10373,Quadrophenia,0.0,0.0,0.0,
13766,SpaceCamp,18000000.0,9697739.0,-8302261.0,
16380,When Worlds Collide,0.0,0.0,0.0,
12103,Don't Say a Word,50000000.0,100020092.0,50020092.0,
11313,Hearts in Atlantis,31000000.0,24185781.0,-6814219.0,
9398,Zoolander,28000000.0,60780981.0,32780981.0,
35066,Born Romantic,0.0,0.0,0.0,
45864,Extreme Days,0.0,1.0,1.0,
55372,Va Savoir (Who Knows?),0.0,0.0,0.0,
292947,Won't Anybody Listen,0.0,0.0,0.0,
10866,Joy Ride,23000000.0,36642838.0,13642838.0,
34549,Max Keeble's Big Move,12000000.0,17292381.0,5292381.0,
9778,Serendipity,28000000.0,77516304.0,49516304.0,
34453,Grateful Dawg,0.0,0.0,0.0,
58429,La Cienaga,0.0,0.0,0.0,
16121,The Big Red One,4500000.0,7206220.0,2706220.0,
40220,The Boogey Man,300000.0,0.0,-300000.0,
166,The Party,0.0,0.0,0.0,2.827800829875519
42787,Lady in a Cage,0.0,0.0,0.0,
1623,Brubaker,0.0,37121708.0,37121708.0,2.527510917030568
40932,Can't Stop the Music,0.0,0.0,0.0,
32027,Carny,0.0,0.0,0.0,
13550,The Changeling,0.0,12000000.0,12000000.0,
13612,Cheech & Chong's Next Movie,0.0,41675194.0,41675194.0,
16769,Coal Miner's Daughter,15000000.0,67182787.0,52182787.0,
42158,The Competition,0.0,0.0,0.0,
27958,Cruising,0.0,0.0,0.0,
86463,D.O.A.,0.0,0.0,0.0,1.5
31703,Death Ship,0.0,0.0,0.0,
1716,The Last Metro,0.0,0.0,0.0,2.84375
27059,Divine Madness,0.0,0.0,0.0,
20681,The Dogs of War,0.0,0.0,0.0,
57743,The Learning Curve,1000000.0,0.0,-1000000.0,
3172,Bandits,75000000.0,67631903.0,-7368097.0,3.379032258064516
17708,Corky Romano,11000000.0,23978402.0,12978402.0,
12780,Iron Monkey,0.0,14681661.0,14681661.0,
570,Fat Girl,0.0,0.0,0.0,3.462719298245614
1018,Mulholland Drive,15000000.0,20117339.0,5117339.0,3.0662047729022324
25641,My First Mister,0.0,0.0,0.0,
16767,Spriggan,0.0,0.0,0.0,
102933,Things Behind the Sun,0.0,0.0,0.0,
11380,Bones,10000000.0,7316658.0,-2683342.0,
27396,Brannigan,0.0,0.0,0.0,5.0
26299,Clambake,0.0,0.0,0.0,3.3141025641025643
984,Dirty Harry,4000000.0,35976000.0,31976000.0,2.6955645161290325
15559,Destiny in Space,0.0,0.0,0.0,
14811,Fiddler on the Roof,9000000.0,83304330.0,74304330.0,
21741,Hail Columbia!,0.0,0.0,0.0,
77670,Kansas,0.0,0.0,0.0,
55727,Making the Grade,0.0,0.0,0.0,
15560,Mission to Mir,0.0,0.0,0.0,
9585,Not Without My Daughter,0.0,0.0,0.0,
14267,Female Trouble,25000.0,0.0,-25000.0,
45929,Titanica,0.0,0.0,0.0,
768,From Hell,35000000.0,74558115.0,39558115.0,3.0
2100,The Last Castle,72000000.0,27642707.0,-44357293.0,3.1968984271644865
11091,Riding in Cars with Boys,48000000.0,35743308.0,-12256692.0,
3173,Bangkok Dangerous,0.0,0.0,0.0,3.196700772603884
27092,Burnt Money,0.0,0.0,0.0,3.5555555555555554
23941,Dancing at the Blue Iguana,0.0,0.0,0.0,
18192,Focus,0.0,0.0,0.0,
11845,Intimacy,0.0,0.0,0.0,
9081,Waking Life,0.0,3176880.0,3176880.0,
167,K-PAX,48000000.0,50315140.0,2315140.0,3.1904761904761907
34043,On the Line,0.0,0.0,0.0,
9378,Thir13en Ghosts,0.0,0.0,0.0,
27444,Better Than Sex,0.0,0.0,0.0,3.0416666666666665
141,Donnie Darko,6000000.0,1270522.0,-4729478.0,3.5228261714196907
